Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,"Shout out to @rosadelauro for her tireless leadership on bringing #PaycheckFairness to a floor vote, along with the organizers and members who have lobbied to make it a top 10 priority for the majority! https://t.co/G5XBvCCC68",AOC,35,2019-01,1318,8189
Democrats,"And by the way, it’s “Congresswoman.”",AOC,6,2019-01,5438,59231
Democrats,"“This bartender” has served in a Senate casework office, organized &amp; educated 1000s of young people, earned relevant degrees w/ honors, worked on field campaigns, and the only reason I wasn’t told to run for city council was because I was consistently told not to run at all. https://t.co/MOzOtP9Xhd",AOC,49,2019-01,5460,42997
Democrats,"If “the wage gap is a myth” as some allege, then workplaces should have no problem with workers disclosing our salaries with one another 😇 https://t.co/KIYeIz3Cuq",AOC,26,2019-01,15732,81845
Democrats,Why don’t people ever tell billionaires who want to run for President that they need to “work their way up” or that “maybe they should start with city council first”? https://t.co/3d8Nenrvl5,AOC,31,2019-01,43855,228316
Democrats,"There is no such thing as “racially charged.”

This attack was not “possibly” homophobic. It was a racist and homophobic attack.

If you don’t like what is happening to our country, then work to change it. It is no one’s job to water down or sugar-coat the rise of hate crimes. https://t.co/QAi0IYtSeR",AOC,52,2019-01,32010,141564
Democrats,@CatalinaCruzNY @DailyCaller We’ve got more solidarity in our pinky fingers than any one of those payasos 🤡,AOC,17,2019-01,281,4292
Democrats,Whoever is paying this “Veteran NY Dem Strategist” is getting totally fleeced 😂 https://t.co/MbpPuJ90u7,AOC,14,2019-01,2459,26373
Democrats,The last photo in this panel 😂 it’s like @GerryConnolly and I are in a road trip buddy comedy or something https://t.co/Hf2nRUuNxv,AOC,22,2019-01,2220,39336
Democrats,"@JoshuaGreen Thank you, next 🙂",AOC,5,2019-01,753,15719
Democrats,"Here’s my first podcast episode as a Congresswoman!

Joined @briebriejoy, @ryangrim for a conversation on what the first few weeks have been like.

I also picked the brain of fmr Rep. Brad Miller (N Carolina), who sat on Fin Services during the ‘08 crisis.
https://t.co/sNPzQU5ZK7",AOC,45,2019-01,2223,13518
Democrats,"""You've got councilpeople who've been waiting 20 yrs for that seat.”

That broken mentality, that public office is something you wait in line for, instead of earning through hard organizing, is exactly what voters want to change.

Shows you how disconnected some folks here are. https://t.co/TMWYkboB7i",AOC,46,2019-01,15128,89986
Democrats,"We cannot allow the financing of misinformation campaigns to shape our democracy.

We can disagree on policy, but climate change is real. Period.

Proud to have joined @chelliepingree on this letter asking for greater responsibility to our democracy and planet. https://t.co/5hLsg1FmgT",AOC,41,2019-01,5198,26494
Democrats,Be a fierce woman who can do both ✨ https://t.co/jr4I8CoUpB,AOC,10,2019-01,6359,50869
Democrats,"It was great to be able to watch this at the same time as everyone in there and join you all from afar.

Our goal is to open up the political process to all people, to show what it takes, and communicate that no matter the outcome, you can run as a service to our nation. 🇺🇸 https://t.co/no80XKn7Cn",AOC,58,2019-01,1845,14415
Democrats,@SarahKSilverman 💜,AOC,2,2019-01,98,3567
Democrats,"One of these days, I hope people realize that the idea that ICE should be scrapped isn’t so crazy after all.

ICE jails children in for-profit detention centers funded by private equity grps. Kids are dying w/ 0 accountability. If that’s not totally broken, I don’t know what is. https://t.co/AlMgLiHVnu",AOC,50,2019-01,24466,95450
Democrats,"This photo is what happens when you get so, SO close to the point, but still miss it anyway https://t.co/XvnNelJUYN",AOC,20,2019-01,1295,13413
Democrats,"Curious how the right is so quick to fact-check clear rhetorical devices to comprehend the real cliff we face in environmental disaster, yet is oddly silent on fact-checking the President’s clear material lies about immigrants as children die in DHS custody w/ 0 accountability 🤔 https://t.co/jg2PC8TcpR",AOC,46,2019-01,5520,34595
Democrats,"@AuschwitzMuseum Just did. Thank you for your treasured work, @AuschwitzMuseum.",AOC,10,2019-01,51,909
Democrats,"To protect justice, #WeRemember the lessons that apply today &amp; always ⬇️ https://t.co/KgoknC4lon",AOC,13,2019-01,3019,16749
Democrats,¿Por qué no los dos? 😉 https://t.co/HOqmnbwmQm,AOC,7,2019-01,4757,45457
Democrats,"@brianstelter @EJRaoulduke1976 Classic example is asking an innocent person “when was the last time you hit your dog?”

They say, “never!” But the frame was invoked. A lot of journalism is subconscious - almost all good public communicators know that, for better or worse.

&amp; That’s the real tea right there 🍵",AOC,52,2019-01,220,1264
Democrats,"@brianstelter @EJRaoulduke1976 I do think it’s important to note that questions advance certain frames. What 45 *does* understand is that if he can get media to invoke his narrative enough, people will start to believe or operate in it, regardless of truth. Perfect example is the caravan.",AOC,47,2019-01,424,2078
Democrats,"@sebastian_byron @brianstelter Ok, I laughed at this",AOC,7,2019-01,7,89
Democrats,"@brianstelter Got it! Look forward to joining you all sometime (for what it’s worth, I think we use social media very differently as well. He’s got more of an “man yells at cloud” thing going on 😉)",AOC,37,2019-01,118,1454
Democrats,"Also: not only does making this comparison because we’re both “good at social media” a) sound out of touch, but
b) papers over the real concerns: Trump’s demonization of immigrants, governance-by-plutocracy, love of authoritarians, and endless stream of indictments in his circle. https://t.co/TVQPetJC25",AOC,43,2019-01,2655,16793
Democrats,@jess_mc Thanks! 💜,AOC,3,2019-01,69,2635
Democrats,"Today is #HolocaustMemorialDay - a day where #WeRemember not only the atrocities that result from the contagions of hatred + anti-Semitism, but also the fortitude of communities that continue to be impacted today.

A great read for today: Man’s Search for Meaning by Viktor Frankl https://t.co/siWAoXcjwC",AOC,46,2019-01,6131,25278
Democrats,"You’re doing great, @RepMaxRose! 

As always, we let the people show us the way 😂 Tootsie roll is all in the knees https://t.co/nRDY1NL10c",AOC,23,2019-01,904,10165
Democrats,"When you don’t address human bias, that bias gets automated.

Machines are reflections of their creators, which means they are flawed, &amp; we should be mindful of that.

It’s one good reason why diversity isn’t just “nice,” it’s a safeguard against trends like this ⬇️ https://t.co/NcOivu5ejR",AOC,46,2019-01,10480,47617
Democrats,"It is truly not okay that posts like these are the everyday reality in the United States, and that some consider the notion of changing it for the better as “controversial” or “divisive.”

Our “normal” is not normal. A better world is possible, and it will come if we work for it. https://t.co/QHY1FLyPev",AOC,53,2019-01,4813,28246
Democrats,"This clip was made at the very beginning of our journey - before anyone knew what was happening. It’s wild to see now.

cc: @jubileefilms 
https://t.co/Djp9Vo2Y8m",AOC,26,2019-01,2061,12900
Democrats,"For almost two years, a mom followed several women as we ran for Congress. I was one of them.

Due to complications from the gov shutdown, I’m sad to say I’ll miss @jubileefilms’ premiere of Knock Down the House.

This film was made, with love, for people: https://t.co/dLnurOR3ss",AOC,48,2019-01,1082,8016
Democrats,"(To clarify, some may have dropped a sentence here or there - but she was one of the 1st to substantively pick up my campaign + didn’t dismiss it. She was one of the only reporters to recognize &amp; take it seriously, thanks to her local reporting + expertise on Queens politics.)",AOC,52,2019-01,240,2858
Democrats,"Public radio is great! As is @ProPublica, @frontlinepbs &amp; a great deal of other incredible outlets worth our support.

Fun fact: after @TYTPolitics, @brigidbergin at @WNYC was the first to ever write about my campaign - almost a year before my primary win. https://t.co/4KJ4CTFxZi",AOC,44,2019-01,676,5210
Democrats,"Quote tweet got deleted, but - 

I believe workers should enjoy more of the wealth they create, &amp; that democracy belongs in the workplace, too.

GOP believes people should be paid the lowest wages possible, no matter what they produce, so billionaires can scoop up the difference.",AOC,47,2019-01,17129,90633
Democrats,"If you want to read more on the issue of monopolies, anti-trust, corruption, and ways to address it, I recommend checking out @ZephyrTeachout. 

She literally wrote the book on it.",AOC,30,2019-01,1719,11527
Democrats,"The fact of the matter is the current monopoly trend is societally &amp; economically unsustainable.

We can’t simply accept the cliché that “journalism is dying.”

Journalism will only die if we choose not to fight for it - and if journalism dies, our democracy will, too.",AOC,46,2019-01,3594,19159
Democrats,"Most platforms currently have 0 incentive to disseminate high-quality, true information.

In fact, FB *paid* for info tied to conspiracy theories on those demanding for accountability.

It matters. Soros was the 1st to get mailed a bomb last year.

https://t.co/zaf6NpmKPm",AOC,40,2019-01,1718,9099
Democrats,"Gonna keep it 💯: The biggest threats to journalism right now are tech monopolies &amp; concentration of ownership.

Healthy democracy *requires* high-quality journalism.

W/o a wide range of independent outlets &amp; the revenue to sustain them, our democracy will continue to crumble.",AOC,42,2019-01,14051,69313
Democrats,@conz Just passed your name along. Wishing you lots of luck and support in this time 💜,AOC,17,2019-01,28,1067
Democrats,"I would thank it, but it was never useful anyway. 🚮 https://t.co/GILSWSE0mO",AOC,12,2019-01,9344,80570
Democrats,"@closmedina @KamalaHarris @DoloresHuerta @SpeakerPelosi @MichelleObama What a committed little cub you have! 🐯 Please tell her that I am so proud of her hard work, and that I’m excited to see her up there one day too!",AOC,37,2019-01,496,12408
Democrats,"Our issue platform is so strong, Fox basically turned into a nonstop anti-me channel for the last 6 months and *still* managed to lose their home advantage. 😇 https://t.co/usWPnZCvrC",AOC,29,2019-01,10651,80533
Democrats,I will tell you something most of the country probably already knows: @SpeakerPelosi does not mess around. ⬇️ https://t.co/lnfQOQQw8d,AOC,19,2019-01,9897,74059
Democrats,@JimmyVielkind 🤣,AOC,2,2019-01,9,212
Democrats,"One could say the offer...
... came out of left field 👀

(Can you risk censure w/ a bad pun? Asking for a friend 😂) https://t.co/EwqijrHJun",AOC,26,2019-01,2077,34858
Democrats,"For the right-wing who are rolling their eyes and thinking I made a mistake by crediting flight attendants (since they aren’t fed workers), know that I meant exactly what I said.

This morning, the FA union said they would mobilize to support Fed workers.
https://t.co/59htcqKli0",AOC,45,2019-01,3594,29671
